,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
157021,2008,1,11,5,105.0,2244,205.0,2356,OH,5420,N595SW,60.0,72.0,44.0,129.0,141.0,ATL,GSO,306,3.0,13.0,0,N,0,0.0,129.0,0.0,0.0,0.0
157024,2008,1,11,5,1645.0,1625,1856.0,1836,OH,5423,N929CA,71.0,71.0,55.0,20.0,20.0,BNA,CVG,230,2.0,14.0,0,N,0,0.0,20.0,0.0,0.0,0.0
157034,2008,1,11,5,1910.0,1900,2012.0,2004,OH,5430,N807CA,62.0,64.0,35.0,8.0,10.0,BOS,BGR,201,5.0,22.0,0,N,0,,,,,
157038,2008,1,11,5,1201.0,1104,1340.0,1239,OH,5435,N709CA,99.0,95.0,82.0,61.0,57.0,RDU,CVG,390,2.0,15.0,0,N,0,0.0,57.0,4.0,0.0,0.0
157044,2008,1,11,5,1225.0,1205,1432.0,1429,OH,5441,N659BR,67.0,84.0,53.0,3.0,20.0,STL,CVG,307,2.0,12.0,0,N,0,,,,,
157045,2008,1,11,5,809.0,755,1000.0,948,OH,5442,N597SW,111.0,113.0,96.0,12.0,14.0,CVG,JAX,614,5.0,10.0,0,N,0,,,,,
157047,2008,1,11,5,1605.0,1530,1755.0,1721,OH,5444,N679CA,110.0,111.0,80.0,34.0,35.0,CVG,PHL,507,8.0,22.0,0,N,0,0.0,0.0,34.0,0.0,0.0
157048,2008,1,11,5,1820.0,1710,2042.0,1935,OH,5445,N956CA,142.0,145.0,115.0,67.0,70.0,SDF,BOS,829,12.0,15.0,0,N,0,0.0,0.0,67.0,0.0,0.0
157050,2008,1,11,5,810.0,700,1017.0,902,OH,5447,N937CA,187.0,182.0,118.0,75.0,70.0,JFK,ORD,740,5.0,64.0,0,N,0,0.0,70.0,5.0,0.0,0.0
157051,2008,1,11,5,1945.0,1925,2107.0,2040,OH,5448,N641CA,82.0,75.0,50.0,27.0,20.0,CVG,GSO,330,8.0,24.0,0,N,0,20.0,0.0,7.0,0.0,0.0
157057,2008,1,11,5,610.0,550,852.0,822,OH,5453,N685BR,162.0,152.0,125.0,30.0,20.0,BTV,CVG,702,3.0,34.0,0,N,0,0.0,20.0,10.0,0.0,0.0
157058,2008,1,11,5,1749.0,1735,2022.0,2012,OH,5456,N642CA,93.0,97.0,72.0,10.0,14.0,MCI,CVG,539,3.0,18.0,0,N,0,,,,,
157061,2008,1,11,5,2330.0,1920,5.0,2015,OH,5459,N954CA,35.0,55.0,26.0,230.0,250.0,CMH,CVG,116,1.0,8.0,0,N,0,230.0,0.0,0.0,0.0,0.0
157066,2008,1,11,5,1325.0,1200,1820.0,1522,OH,5466,N692CA,235.0,142.0,99.0,178.0,85.0,ORD,JFK,740,22.0,114.0,0,N,0,0.0,85.0,93.0,0.0,0.0
157071,2008,1,11,5,640.0,630,1020.0,1008,OH,5472,N920CA,160.0,158.0,142.0,12.0,10.0,SAT,CVG,1024,2.0,16.0,0,N,0,,,,,
157072,2008,1,11,5,1104.0,1045,1150.0,1126,OH,5472,N371CA,46.0,41.0,24.0,24.0,19.0,CVG,SDF,83,3.0,19.0,0,N,0,19.0,0.0,5.0,0.0,0.0
157073,2008,1,11,5,2159.0,2055,2347.0,2239,OH,5473,N398CA,108.0,104.0,90.0,68.0,64.0,CVG,JAX,614,9.0,9.0,0,N,0,64.0,0.0,4.0,0.0,0.0
157075,2008,1,11,5,2020.0,1910,2330.0,2130,OH,5475,N912CA,190.0,140.0,109.0,120.0,70.0,BOS,GSO,645,4.0,77.0,0,N,0,0.0,0.0,50.0,0.0,70.0
157079,2008,1,11,5,921.0,855,1200.0,1131,OH,5477,N379CA,159.0,156.0,129.0,29.0,26.0,CVG,MIA,948,7.0,23.0,0,N,0,26.0,0.0,3.0,0.0,0.0
157081,2008,1,11,5,1630.0,1615,1807.0,1734,OH,5478,N708CA,97.0,79.0,49.0,33.0,15.0,BWI,JFK,184,11.0,37.0,0,N,0,0.0,15.0,18.0,0.0,0.0
157082,2008,1,11,5,1959.0,1746,2215.0,1958,OH,5479,N595SW,136.0,132.0,108.0,137.0,133.0,BOS,RDU,612,8.0,20.0,0,N,0,0.0,133.0,4.0,0.0,0.0
157083,2008,1,11,5,1655.0,1556,1854.0,1840,OH,5483,N446CA,119.0,164.0,105.0,14.0,59.0,LGA,TYS,647,4.0,10.0,0,N,0,,,,,
157084,2008,1,11,5,1910.0,1818,2111.0,2030,OH,5484,N819CA,121.0,132.0,91.0,41.0,52.0,TYS,LGA,647,13.0,17.0,0,N,0,0.0,41.0,0.0,0.0,0.0
157089,2008,1,11,5,2104.0,1630,2314.0,1850,OH,5487,N954CA,130.0,140.0,79.0,264.0,274.0,JFK,CMH,483,5.0,46.0,0,N,0,264.0,0.0,0.0,0.0,0.0
157090,2008,1,11,5,1108.0,937,1240.0,1114,OH,5489,N518CA,92.0,97.0,69.0,86.0,91.0,RDU,LGA,431,7.0,16.0,0,N,0,0.0,0.0,86.0,0.0,0.0
157091,2008,1,11,5,2000.0,1910,2215.0,2130,OH,5492,N937CA,195.0,200.0,121.0,45.0,50.0,JFK,ORD,740,9.0,65.0,0,N,0,45.0,0.0,0.0,0.0,0.0
157092,2008,1,11,5,1530.0,1507,1731.0,1725,OH,5498,N785CA,121.0,138.0,97.0,6.0,23.0,ATL,SYR,793,6.0,18.0,0,N,0,,,,,
157093,2008,1,11,5,1225.0,1200,1458.0,1431,OH,5498,N785CA,93.0,91.0,64.0,27.0,25.0,BTR,ATL,449,20.0,9.0,0,N,0,25.0,0.0,2.0,0.0,0.0
157096,2008,1,11,5,910.0,825,1155.0,1028,OH,5501,N708CA,165.0,123.0,73.0,87.0,45.0,JFK,PIT,340,6.0,86.0,0,N,0,0.0,45.0,42.0,0.0,0.0
157097,2008,1,11,5,930.0,910,1118.0,1036,OH,5505,N587SW,108.0,86.0,72.0,42.0,20.0,BOS,JFK,187,13.0,23.0,0,N,0,0.0,0.0,42.0,0.0,0.0
157098,2008,1,11,5,1015.0,905,1230.0,1030,OH,5506,N693CA,135.0,85.0,32.0,120.0,70.0,JFK,BOS,187,5.0,98.0,0,N,0,0.0,70.0,50.0,0.0,0.0
157099,2008,1,11,5,1305.0,1120,1545.0,1241,OH,5507,N693CA,160.0,81.0,100.0,184.0,105.0,BOS,JFK,187,35.0,25.0,0,N,0,0.0,105.0,79.0,0.0,0.0
157102,2008,1,11,5,1235.0,1220,1438.0,1404,OH,5510,N676CA,123.0,104.0,93.0,34.0,15.0,DTW,JFK,508,9.0,21.0,0,N,0,15.0,0.0,19.0,0.0,0.0
157103,2008,1,11,5,1524.0,1435,1833.0,1606,OH,5510,N676CA,189.0,91.0,171.0,147.0,49.0,JFK,BOS,187,8.0,10.0,0,N,0,0.0,49.0,98.0,0.0,0.0
157112,2008,1,11,5,1920.0,1750,2113.0,2005,OH,5522,N455CA,113.0,135.0,80.0,68.0,90.0,CMH,JFK,483,20.0,13.0,0,N,0,0.0,0.0,0.0,0.0,68.0
157115,2008,1,11,5,1814.0,1800,2004.0,2003,OH,5526,N798CA,110.0,123.0,69.0,1.0,14.0,PIT,JFK,340,30.0,11.0,0,N,0,,,,,
157116,2008,1,11,5,920.0,905,1135.0,1055,OH,5527,N678CA,195.0,170.0,143.0,40.0,15.0,CVG,AUS,958,8.0,44.0,0,N,0,15.0,0.0,25.0,0.0,0.0
157117,2008,1,11,5,1505.0,1246,1657.0,1459,OH,5531,N991cA,112.0,133.0,86.0,118.0,139.0,CLT,LGA,544,6.0,20.0,0,N,0,0.0,0.0,118.0,0.0,0.0
157124,2008,1,11,5,1412.0,1254,1515.0,1355,OH,5538,N967CA,63.0,61.0,21.0,80.0,78.0,JFK,BDL,106,14.0,28.0,0,N,0,78.0,0.0,2.0,0.0,0.0
157128,2008,1,11,5,1750.0,1640,1840.0,1735,OH,5543,N669CA,110.0,115.0,89.0,65.0,70.0,CVG,MSP,596,5.0,16.0,0,N,0,0.0,65.0,0.0,0.0,0.0
157129,2008,1,11,5,1505.0,1328,1716.0,1555,OH,5543,N669CA,131.0,147.0,105.0,81.0,97.0,LGA,CVG,585,2.0,24.0,0,N,0,0.0,81.0,0.0,0.0,0.0
157130,2008,1,11,5,1645.0,1630,1727.0,1715,OH,5545,N642CA,102.0,105.0,82.0,12.0,15.0,CVG,MCI,539,3.0,17.0,0,N,0,,,,,
157131,2008,1,11,5,1615.0,1325,1850.0,1550,OH,5545,N693CA,155.0,145.0,100.0,180.0,170.0,JFK,CVG,589,10.0,45.0,0,N,0,0.0,170.0,10.0,0.0,0.0
157134,2008,1,11,5,1310.0,1200,1602.0,1428,OH,5551,N518CA,172.0,148.0,108.0,94.0,70.0,LGA,CVG,585,1.0,63.0,0,N,0,0.0,70.0,24.0,0.0,0.0
157140,2008,1,11,5,1500.0,1330,1645.0,1457,OH,5556,N435CA,105.0,87.0,49.0,108.0,90.0,JFK,BTV,267,5.0,51.0,0,N,0,90.0,0.0,18.0,0.0,0.0
157141,2008,1,11,5,1550.0,1441,1829.0,1715,OH,5557,N915CA,159.0,154.0,127.0,74.0,69.0,LGA,SAV,722,8.0,24.0,0,N,0,0.0,69.0,5.0,0.0,0.0
157142,2008,1,11,5,1900.0,1745,2111.0,1958,OH,5558,N915CA,131.0,133.0,100.0,73.0,75.0,SAV,LGA,722,10.0,21.0,0,N,0,0.0,73.0,0.0,0.0,0.0
157143,2008,1,11,5,1655.0,1123,1925.0,1250,OH,5559,N940CA,150.0,87.0,69.0,395.0,332.0,BTV,JFK,267,40.0,41.0,0,N,0,0.0,0.0,395.0,0.0,0.0
157146,2008,1,11,5,1940.0,1930,2127.0,2140,OH,5570,N966CA,107.0,130.0,76.0,-13.0,10.0,LGA,GSO,461,4.0,27.0,0,N,0,,,,,
157155,2008,1,11,5,2150.0,2120,2341.0,2256,OH,5579,N690CA,171.0,156.0,124.0,45.0,30.0,ATL,AUS,813,17.0,30.0,0,N,0,30.0,0.0,15.0,0.0,0.0
157157,2008,1,11,5,1715.0,1500,1825.0,1608,OH,5582,N629BR,70.0,68.0,32.0,137.0,135.0,PHL,JFK,94,20.0,18.0,0,N,0,0.0,135.0,2.0,0.0,0.0
157159,2008,1,11,5,2000.0,1945,2220.0,2216,OH,5584,N927CA,140.0,151.0,122.0,4.0,15.0,JAX,LGA,834,6.0,12.0,0,N,0,,,,,
157160,2008,1,11,5,1615.0,1500,1717.0,1615,OH,5588,N814CA,62.0,75.0,45.0,62.0,75.0,CVG,DTW,229,8.0,9.0,0,N,0,62.0,0.0,0.0,0.0,0.0
157161,2008,1,11,5,1845.0,1745,2109.0,2000,OH,5593,N679CA,144.0,135.0,87.0,69.0,60.0,PHL,CVG,507,7.0,50.0,0,N,0,0.0,60.0,9.0,0.0,0.0
157162,2008,1,11,5,1822.0,1810,2034.0,2034,OH,5594,N447CA,132.0,144.0,91.0,0.0,12.0,LGA,CLT,544,10.0,31.0,0,N,0,,,,,
157165,2008,1,11,5,1552.0,1455,1627.0,1541,OH,5598,N588SW,35.0,46.0,27.0,46.0,57.0,LEX,CVG,70,2.0,6.0,0,N,0,46.0,0.0,0.0,0.0,0.0
157170,2008,1,11,5,2040.0,1856,2233.0,2114,OH,5603,N435CA,113.0,138.0,79.0,79.0,104.0,JFK,CLE,425,5.0,29.0,0,N,0,0.0,79.0,0.0,0.0,0.0
157173,2008,1,11,5,1550.0,1535,1905.0,1849,OH,5607,N720SW,195.0,194.0,161.0,16.0,15.0,BOS,JAX,1011,11.0,23.0,0,N,0,15.0,0.0,1.0,0.0,0.0
157176,2008,1,11,5,1520.0,1500,1655.0,1630,OH,5611,N811CA,95.0,90.0,36.0,25.0,20.0,BOS,PHL,280,8.0,51.0,0,N,0,0.0,20.0,5.0,0.0,0.0
157177,2008,1,11,5,2138.0,1900,2312.0,2035,OH,5612,N797CA,94.0,95.0,56.0,157.0,158.0,BOS,PHL,280,12.0,26.0,0,N,0,0.0,157.0,0.0,0.0,0.0
157183,2008,1,11,5,2115.0,1941,2242.0,2122,OH,5623,N656CA,87.0,101.0,67.0,80.0,94.0,CMH,ATL,446,5.0,15.0,0,N,0,80.0,0.0,0.0,0.0,0.0
157185,2008,1,11,5,955.0,900,1208.0,1037,OH,5626,N956CA,133.0,97.0,81.0,91.0,55.0,DCA,BOS,399,12.0,40.0,0,N,0,0.0,55.0,36.0,0.0,0.0
157186,2008,1,11,5,1235.0,1207,1400.0,1346,OH,5627,N918CA,85.0,99.0,66.0,14.0,28.0,GSP,MCO,449,9.0,10.0,0,N,0,,,,,
157190,2008,1,11,5,1328.0,1320,1327.0,1328,OH,5633,N966CA,59.0,68.0,45.0,-1.0,8.0,CVG,BNA,230,5.0,9.0,0,N,0,,,,,
157191,2008,1,11,5,1055.0,1045,1248.0,1233,OH,5633,N966CA,113.0,108.0,86.0,15.0,10.0,RIC,CVG,413,2.0,25.0,0,N,0,0.0,10.0,5.0,0.0,0.0
157192,2008,1,11,5,1130.0,1110,1314.0,1254,OH,5635,N420CA,104.0,104.0,87.0,20.0,20.0,BOS,DCA,399,5.0,12.0,0,N,0,0.0,20.0,0.0,0.0,0.0
157193,2008,1,11,5,1150.0,1128,1335.0,1258,OH,5636,N595SW,105.0,90.0,79.0,37.0,22.0,DCA,BOS,399,13.0,13.0,0,N,0,22.0,0.0,15.0,0.0,0.0
157194,2008,1,11,5,2025.0,1550,2242.0,1816,OH,5637,N815CA,137.0,146.0,88.0,266.0,275.0,JFK,DTW,508,8.0,41.0,0,N,0,266.0,0.0,0.0,0.0,0.0
157195,2008,1,11,5,1605.0,1349,1837.0,1632,OH,5638,N455CA,152.0,163.0,128.0,125.0,136.0,RSW,CMH,930,10.0,14.0,0,N,0,0.0,0.0,0.0,0.0,125.0
157196,2008,1,11,5,1852.0,1613,2120.0,1818,OH,5639,N526CA,148.0,125.0,85.0,182.0,159.0,JFK,PIT,340,10.0,53.0,0,N,0,0.0,159.0,23.0,0.0,0.0
157197,2008,1,11,5,2015.0,1955,2030.0,2009,OH,5640,N685BR,75.0,74.0,55.0,21.0,20.0,CVG,BNA,230,5.0,15.0,0,N,0,0.0,0.0,1.0,0.0,20.0
157199,2008,1,11,5,2030.0,1900,2129.0,2009,OH,5641,N587SW,59.0,69.0,44.0,80.0,90.0,CLE,CVG,221,1.0,14.0,0,N,0,80.0,0.0,0.0,0.0,0.0
157201,2008,1,11,5,915.0,905,1052.0,1027,OH,5642,N447CA,97.0,82.0,60.0,25.0,10.0,CVG,RIC,413,7.0,30.0,0,N,0,10.0,0.0,15.0,0.0,0.0
157202,2008,1,11,5,1315.0,1040,1547.0,1324,OH,5643,N455CA,152.0,164.0,135.0,143.0,155.0,CMH,RSW,930,7.0,10.0,0,N,0,0.0,0.0,0.0,0.0,143.0
157203,2008,1,11,5,1615.0,1525,1911.0,1835,OH,5644,N641CA,116.0,130.0,96.0,36.0,50.0,DFW,CVG,812,2.0,18.0,0,N,0,36.0,0.0,0.0,0.0,0.0
157204,2008,1,11,5,1417.0,1315,1607.0,1459,OH,5645,N595SW,110.0,104.0,81.0,68.0,62.0,BOS,DCA,399,6.0,23.0,0,N,0,0.0,0.0,6.0,0.0,62.0
157206,2008,1,11,5,2130.0,2115,2150.0,2144,OH,5647,N962CA,80.0,89.0,64.0,6.0,15.0,CVG,ATW,411,7.0,9.0,0,N,0,,,,,
157207,2008,1,11,5,1955.0,1944,2142.0,2143,OH,5649,N918CA,107.0,119.0,72.0,-1.0,11.0,LGA,RDU,431,8.0,27.0,0,N,0,,,,,
157217,2008,1,11,5,709.0,650,820.0,803,OH,5657,N528CA,71.0,73.0,52.0,17.0,19.0,CLE,CVG,221,2.0,17.0,0,N,0,17.0,0.0,0.0,0.0,0.0
157218,2008,1,11,5,1835.0,1614,2008.0,1830,OH,5659,N587SW,93.0,136.0,71.0,98.0,141.0,JFK,CLE,425,6.0,16.0,0,N,0,98.0,0.0,0.0,0.0,0.0
157221,2008,1,11,5,2207.0,2110,2255.0,2155,OH,5665,N487CA,108.0,105.0,88.0,60.0,57.0,CVG,DSM,505,5.0,15.0,0,N,0,0.0,57.0,3.0,0.0,0.0
157222,2008,1,11,5,2140.0,1900,2237.0,2014,OH,5665,N526CA,57.0,74.0,45.0,143.0,160.0,PIT,CVG,256,2.0,10.0,0,N,0,0.0,143.0,0.0,0.0,0.0
157223,2008,1,11,5,1635.0,1530,1910.0,1716,OH,5666,N595SW,155.0,106.0,62.0,114.0,65.0,DCA,BOS,399,10.0,83.0,0,N,0,0.0,0.0,49.0,0.0,65.0
157224,2008,1,11,5,1726.0,1710,1916.0,1912,OH,5668,N378CA,110.0,122.0,90.0,4.0,16.0,JAX,CVG,614,2.0,18.0,0,N,0,,,,,
157228,2008,1,11,5,1043.0,1024,1310.0,1258,OH,5673,N927CA,147.0,154.0,101.0,12.0,19.0,LGA,CHS,641,5.0,41.0,0,N,0,,,,,
157229,2008,1,11,5,1938.0,1710,2131.0,1859,OH,5675,N965CA,113.0,109.0,87.0,152.0,148.0,BOS,DCA,399,6.0,20.0,0,N,0,0.0,148.0,4.0,0.0,0.0
157230,2008,1,11,5,1753.0,1650,1927.0,1836,OH,5676,N912CA,94.0,106.0,61.0,51.0,63.0,DCA,BOS,399,9.0,24.0,0,N,0,51.0,0.0,0.0,0.0,0.0
157232,2008,1,11,5,2150.0,2100,25.0,2344,OH,5678,N915CA,155.0,164.0,122.0,41.0,50.0,LGA,JAX,834,9.0,24.0,0,N,0,0.0,41.0,0.0,0.0,0.0
157233,2008,1,11,5,1900.0,1701,2052.0,1911,OH,5679,N656CA,112.0,130.0,80.0,101.0,119.0,LGA,CMH,478,6.0,26.0,0,N,0,101.0,0.0,0.0,0.0,0.0
157235,2008,1,11,5,1347.0,1330,1500.0,1443,OH,5681,N34CA,133.0,133.0,112.0,17.0,17.0,CVG,MSY,700,9.0,12.0,0,N,0,17.0,0.0,0.0,0.0,0.0
157238,2008,1,11,5,2009.0,1945,2150.0,2134,OH,5684,N710CA,101.0,109.0,80.0,16.0,24.0,CVG,ALB,623,9.0,12.0,0,N,0,16.0,0.0,0.0,0.0,0.0
157239,2008,1,11,5,2035.0,1906,2211.0,2059,OH,5685,N811CA,96.0,113.0,71.0,72.0,89.0,BOS,DCA,399,3.0,22.0,0,N,0,0.0,0.0,0.0,0.0,72.0
157240,2008,1,11,5,2150.0,1930,2307.0,2103,OH,5686,N965CA,77.0,93.0,59.0,124.0,140.0,DCA,BOS,399,8.0,10.0,0,N,0,0.0,124.0,0.0,0.0,0.0
157244,2008,1,11,5,1048.0,935,1135.0,1029,OH,5690,N409CA,47.0,54.0,25.0,66.0,73.0,CVG,IND,98,10.0,12.0,0,N,0,66.0,0.0,0.0,0.0,0.0
157251,2008,1,11,5,1712.0,1645,1730.0,1713,OH,5699,N716CA,78.0,88.0,62.0,17.0,27.0,CVG,BHM,396,5.0,11.0,0,N,0,17.0,0.0,0.0,0.0,0.0
157252,2008,1,12,6,1626.0,1445,1827.0,1710,OH,4934,N641CA,121.0,145.0,106.0,77.0,101.0,ATL,MHT,952,5.0,10.0,0,N,0,77.0,0.0,0.0,0.0,0.0
157253,2008,1,12,6,1659.0,1650,1745.0,1745,OH,4935,N796CA,106.0,115.0,78.0,0.0,9.0,CVG,JAN,555,5.0,23.0,0,N,0,,,,,
157288,2008,1,12,6,2104.0,2055,2220.0,2235,OH,4989,N526CA,76.0,100.0,45.0,-15.0,9.0,JFK,SYR,209,7.0,24.0,0,N,0,,,,,
157295,2008,1,12,6,1100.0,950,1315.0,1204,OH,5001,N447CA,135.0,134.0,107.0,71.0,70.0,LGA,CLT,544,5.0,23.0,0,N,0,70.0,0.0,1.0,0.0,0.0
157298,2008,1,12,6,645.0,600,909.0,759,OH,5006,N716CA,144.0,119.0,115.0,70.0,45.0,TYS,LGA,647,9.0,20.0,0,N,0,45.0,0.0,25.0,0.0,0.0
157305,2008,1,12,6,1345.0,1328,1643.0,1604,OH,5017,N642CA,178.0,156.0,145.0,39.0,17.0,JFK,ATL,760,10.0,23.0,0,N,0,0.0,17.0,22.0,0.0,0.0
157312,2008,1,12,6,915.0,900,1043.0,1031,OH,5030,N710CA,88.0,91.0,67.0,12.0,15.0,CVG,BWI,430,5.0,16.0,0,N,0,,,,,
157316,2008,1,12,6,1645.0,1630,1704.0,1656,OH,5036,N927CA,79.0,86.0,62.0,8.0,15.0,CVG,STL,307,3.0,14.0,0,N,0,,,,,
157324,2008,1,12,6,2040.0,2005,2252.0,2242,OH,5046,N809CA,132.0,157.0,96.0,10.0,35.0,JFK,DTW,508,16.0,20.0,0,N,0,,,,,
157334,2008,1,12,6,1642.0,1635,1818.0,1817,OH,5058,N398CA,96.0,102.0,67.0,1.0,7.0,CVG,PHL,507,11.0,18.0,0,N,0,,,,,
157339,2008,1,12,6,1200.0,1145,1350.0,1357,OH,5066,N912CA,110.0,132.0,85.0,-7.0,15.0,CHS,LGA,641,5.0,20.0,0,N,0,,,,,
157347,2008,1,12,6,920.0,900,1157.0,1136,OH,5086,N689CA,157.0,156.0,130.0,21.0,20.0,FLL,CVG,932,1.0,26.0,0,N,0,0.0,0.0,21.0,0.0,0.0
157356,2008,1,12,6,1245.0,1225,1355.0,1341,OH,5097,N927CA,70.0,76.0,53.0,14.0,20.0,CVG,GSO,330,4.0,13.0,0,N,0,,,,,
157357,2008,1,12,6,800.0,700,1015.0,902,OH,5098,N447CA,135.0,122.0,89.0,73.0,60.0,CLT,LGA,544,15.0,31.0,0,N,0,60.0,0.0,13.0,0.0,0.0
157359,2008,1,12,6,1310.0,1245,1344.0,1330,OH,5099,N735CA,34.0,45.0,19.0,14.0,25.0,CVG,DAY,64,5.0,10.0,0,N,0,,,,,
157366,2008,1,12,6,1710.0,1650,1825.0,1810,OH,5105,N710CA,75.0,80.0,64.0,15.0,20.0,CVG,RDU,390,6.0,5.0,0,N,0,15.0,0.0,0.0,0.0,0.0
157380,2008,1,12,6,914.0,904,1202.0,1204,OH,5123,N709CA,168.0,180.0,139.0,-2.0,10.0,LGA,JAX,834,8.0,21.0,0,N,0,,,,,
157382,2008,1,12,6,1223.0,1215,1337.0,1342,OH,5124,N678CA,74.0,87.0,57.0,-5.0,8.0,ATL,CVG,373,3.0,14.0,0,N,0,,,,,
157384,2008,1,12,6,1259.0,1235,1435.0,1439,OH,5126,N679CA,96.0,124.0,81.0,-4.0,24.0,CVG,BOS,752,5.0,10.0,0,N,0,,,,,
157388,2008,1,12,6,1655.0,1645,1802.0,1755,OH,5129,N675BR,127.0,130.0,108.0,7.0,10.0,CVG,TUL,646,7.0,12.0,0,N,0,,,,,
157389,2008,1,12,6,1245.0,1230,1508.0,1500,OH,5130,N378CA,143.0,150.0,127.0,8.0,15.0,CVG,RSW,879,4.0,12.0,0,N,0,,,,,
157390,2008,1,12,6,1130.0,830,1318.0,1034,OH,5131,N966CA,108.0,124.0,81.0,164.0,180.0,LGA,CMH,478,3.0,24.0,0,N,0,164.0,0.0,0.0,0.0,0.0
157395,2008,1,12,6,910.0,900,1148.0,1146,OH,5144,N371CA,158.0,166.0,138.0,2.0,10.0,MIA,CVG,948,2.0,18.0,0,N,0,,,,,
157399,2008,1,12,6,1115.0,945,1210.0,1042,OH,5152,N641CA,115.0,117.0,83.0,88.0,90.0,ATL,MDW,590,5.0,27.0,0,N,0,88.0,0.0,0.0,0.0,0.0
157424,2008,1,12,6,1850.0,1835,2045.0,2109,OH,5195,N932CA,115.0,154.0,75.0,-24.0,15.0,JFK,RDU,426,10.0,30.0,0,N,0,,,,,
157425,2008,1,12,6,925.0,845,1119.0,1044,OH,5196,N716CA,114.0,119.0,85.0,35.0,40.0,LGA,GSO,461,4.0,25.0,0,N,0,35.0,0.0,0.0,0.0,0.0
157428,2008,1,12,6,1135.0,1115,1538.0,1553,OH,5202,N693CA,183.0,218.0,163.0,-15.0,20.0,AUS,JFK,1522,10.0,10.0,0,N,0,,,,,
157429,2008,1,12,6,1755.0,1735,,2155,OH,5203,N693CA,,260.0,,,20.0,JFK,AUS,1522,,41.0,0,N,1,,,,,
157434,2008,1,12,6,1540.0,1430,1636.0,1538,OH,5211,N937CA,56.0,68.0,36.0,58.0,70.0,BDL,JFK,106,10.0,10.0,0,N,0,58.0,0.0,0.0,0.0,0.0
157438,2008,1,12,6,1014.0,925,1204.0,1118,OH,5218,N625CA,110.0,113.0,84.0,46.0,49.0,CVG,BDL,661,7.0,19.0,0,N,0,46.0,0.0,0.0,0.0,0.0
157439,2008,1,12,6,1941.0,1935,2036.0,2036,OH,5219,N812CA,55.0,61.0,40.0,0.0,6.0,CVG,TYS,226,3.0,12.0,0,N,0,,,,,
157445,2008,1,12,6,2152.0,1950,2300.0,2056,OH,5228,N956CA,68.0,66.0,44.0,124.0,122.0,CVG,GRR,268,11.0,13.0,0,N,0,122.0,0.0,2.0,0.0,0.0
157457,2008,1,12,6,945.0,935,1012.0,1005,OH,5243,N938CA,87.0,90.0,69.0,7.0,10.0,CVG,BHM,396,5.0,13.0,0,N,0,,,,,
157459,2008,1,12,6,1607.0,1524,1820.0,1755,OH,5245,N447CA,133.0,151.0,114.0,25.0,43.0,LGA,CHS,641,6.0,13.0,0,N,0,0.0,0.0,0.0,0.0,25.0
157462,2008,1,12,6,1705.0,1610,1927.0,1826,OH,5248,N931CA,142.0,136.0,78.0,61.0,55.0,JFK,RDU,426,24.0,40.0,0,N,0,55.0,0.0,6.0,0.0,0.0
157465,2008,1,12,6,1525.0,1507,1735.0,1722,OH,5251,N938CA,130.0,135.0,100.0,13.0,18.0,LGA,CLT,544,6.0,24.0,0,N,0,,,,,
157466,2008,1,12,6,1115.0,700,1209.0,807,OH,5252,N409CA,54.0,67.0,35.0,242.0,255.0,TYS,CVG,226,4.0,15.0,0,N,0,0.0,242.0,0.0,0.0,0.0
157477,2008,1,12,6,1650.0,1640,1820.0,1809,OH,5278,N783CA,90.0,89.0,66.0,11.0,10.0,CVG,BWI,430,8.0,16.0,0,N,0,,,,,
157478,2008,1,12,6,1940.0,1921,2142.0,2146,OH,5279,N786CA,122.0,145.0,69.0,-4.0,19.0,JFK,PIT,340,7.0,46.0,0,N,0,,,,,
157482,2008,1,12,6,745.0,615,902.0,746,OH,5286,N918CA,77.0,91.0,65.0,76.0,90.0,GSO,CVG,330,2.0,10.0,0,N,0,76.0,0.0,0.0,0.0,0.0
157490,2008,1,12,6,1040.0,930,1217.0,1133,OH,5311,N398CA,97.0,123.0,86.0,44.0,70.0,JAX,CVG,614,2.0,9.0,0,N,0,44.0,0.0,0.0,0.0,0.0
157496,2008,1,12,6,845.0,720,1035.0,850,OH,5317,N641CA,110.0,90.0,61.0,105.0,85.0,GSO,ATL,306,10.0,39.0,0,N,0,85.0,0.0,20.0,0.0,0.0
157501,2008,1,12,6,1715.0,1655,1849.0,1832,OH,5329,N678CA,154.0,157.0,130.0,17.0,20.0,CVG,DFW,812,9.0,15.0,0,N,0,17.0,0.0,0.0,0.0,0.0
157502,2008,1,12,6,1640.0,1630,1825.0,1804,OH,5330,N966CA,105.0,94.0,77.0,21.0,10.0,CVG,CHS,497,9.0,19.0,0,N,0,10.0,0.0,11.0,0.0,0.0
157503,2008,1,12,6,1231.0,1220,1425.0,1428,OH,5331,N629BR,114.0,128.0,88.0,-3.0,11.0,CVG,JFK,589,7.0,19.0,0,N,0,,,,,
